id,category,title,body,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,price_per_sqft,title_length,description_length,comparison_group_size,local_median_price,local_mean_price,local_price_std,rent_difference_from_median,rent_to_local_median_ratio,rent_percentage_difference,local_rent_zscore,local_q1_price,local_q3_price,local_price_iqr,lower_iqr_boundary,upper_iqr_boundary,statistical_outlier,prediction
5668624072,housing/rent/apartment,One BR 22nd Avenue,"This unit is located at 22nd Avenue, San Francisco, 94121, CAMonthly rental rates range from $1500We have 1 beds units available for rent",Unknown,1.0,1.0,Thumbnail,Unknown,1500,250,San Francisco,CA,37.7599,-122.4379,RentLingo,6.0,18,137,57,3495.0,3518.3859649122805,810.4773230807078,-1995.0,0.4291845493562232,-57.08154506437768,-2.49036698181781,3095.0,3895.0,800.0,1895.0,5095.0,1,Unusual
5648113719,housing/rent/apartment,One BR Cahuenga Blvd,"This unit is located at Cahuenga Blvd, North Hollywood, 91004, CAMonthly rental rates range from $1250We have 1 beds units available for rent",Unknown,1.0,1.0,Thumbnail,Unknown,1250,250,North Hollywood,CA,34.1881,-118.3905,RentLingo,5.0,20,141,5,2295.0,2100.2,505.0199996039761,-1045.0,0.5446623093681917,-45.53376906318083,-1.6834976845802248,2050.0,2390.0,340.0,1540.0,2900.0,1,Unusual
5668624024,housing/rent/apartment,One BR Holway St,"This unit is located at Holway St, Oakland, 94621, CAMonthly rental rates range from $1135We have 1 beds units available for rent Apartment features include:-- Furnished",Unknown,1.0,1.0,Thumbnail,Unknown,1135,250,Oakland,CA,37.7904,-122.2151,RentLingo,4.54,16,169,13,2600.0,2469.0,661.7361004710765,-1465.0,0.4365384615384615,-56.34615384615385,-2.0159093618292134,2095.0,2800.0,705.0,1037.5,3857.5,0,Unusual
5668624504,housing/rent/apartment,One BR 100th Ave Ne,"This unit is located at 100th Ave Ne, Bellevue, 98004, WAMonthly rental rates range from $1025We have 1 beds units available for rent Apartment features include:-- Furnished",Unknown,1.0,1.0,Thumbnail,Unknown,1025,250,Bellevue,WA,47.5988,-122.1507,RentLingo,4.1,19,173,18,1809.5,1787.5555555555557,373.8365830809944,-784.5,0.5664548217739707,-43.35451782260293,-2.0398098796830233,1493.75,2044.75,551.0,667.25,2871.25,0,Unusual
5668623133,housing/rent/apartment,One BR Canoga Dr,"This unit is located at Canoga Dr, Woodland Hills, 91364, CAMonthly rental rates range from $1000We have 1 beds units available for rent",Unknown,1.0,1.0,Thumbnail,Unknown,1000,250,Woodland Hills,CA,34.1677,-118.6141,RentLingo,4.0,16,136,4,1817.5,1643.0,433.1658650755697,-817.5,0.5502063273727648,-44.97936726272352,-1.484419830467996,1588.75,1871.75,283.0,1164.25,2296.25,1,Unusual
5664574816,housing/rent/apartment,One BR North Madison Street,"This unit is located at North Madison Street, Arlington, 22302, VAMonthly rental rates range from $875We have 1 beds units available for rent",Unknown,1.0,1.0,Thumbnail,Unknown,875,250,Arlington,VA,38.8738,-77.1055,RentLingo,3.5,27,141,11,1926.0,1841.3636363636365,402.36656738036095,-1051.0,0.4543094496365524,-54.56905503634476,-2.4016996308993126,1734.5,2152.5,418.0,1107.5,2779.5,1,Unusual
5668622159,housing/rent/apartment,One BR 22nd Ave North,"This unit is located at 22nd Ave North, Nashville, 47208, TNMonthly rental rates range from $850We have 1 beds units available for rent Apartment features include:-- Furnished",Unknown,1.0,1.0,Thumbnail,Unknown,850,250,Nashville,TN,36.137,-86.783,RentLingo,3.4,21,175,17,1780.0,1706.6470588235295,533.0209823703555,-930.0,0.4775280898876404,-52.24719101123596,-1.6071544782608784,1310.0,2033.0,723.0,225.5,3117.5,0,Unusual
5668622131,housing/rent/apartment,One BR Todd Preis Dr,"This unit is located at Todd Preis Dr, Nashville, 37221, TNMonthly rental rates range from $725We have 1 beds units available for rent",Unknown,1.0,1.0,Thumbnail,Unknown,725,250,Nashville,TN,36.137,-86.783,RentLingo,2.9,20,134,17,1780.0,1706.6470588235295,533.0209823703555,-1055.0,0.4073033707865168,-59.269662921348306,-1.8416668223043011,1310.0,2033.0,723.0,225.5,3117.5,0,Unusual
5668612986,housing/rent/apartment,Studio apartment 1025 Post Street,"This unit is located at 1025 Post Street, San Francisco, 94109, CAMonthly rental rates range from $1995We have studio units available for rent Apartment features include:-- Air conditioned- Furnished- Living Room- Public Transportation- Dishwasher- Range / Oven- Refrigerator- Hard wood floors","Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",1995,258,San Francisco,CA,37.7599,-122.4379,RentLingo,7.732558139534884,33,293,18,2245.0,2456.6666666666665,1090.9682693396185,-250.0,0.888641425389755,-11.1358574610245,-0.4231714887052775,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5664583637,housing/rent/apartment,Studio apartment 621 Begonia Avenue,"This unit is located at 621 Begonia Avenue, Corona Del March, 92625, CAMonthly rental rates range from $1900We have studio units available for rent",Unknown,1.0,0.0,Thumbnail,Cats,1900,275,Corona Del Mar,CA,33.6019,-117.8637,RentLingo,6.909090909090909,35,147,1,1900.0,1900.0,0.0,0.0,1.0,0.0,0.0,1900.0,1900.0,0.0,1900.0,1900.0,0,Unusual
5659899312,housing/rent/apartment,One BR Texas Ave,"This unit is located at Texas Ave, Los Angeles, 90025, CAMonthly rental rates range from $1505We have 1 beds units available for rent Apartment features include:-- Furnished",Unknown,1.0,1.0,Thumbnail,Unknown,1505,275,Los Angeles,CA,34.0372,-118.2972,RentLingo,5.472727272727273,16,173,69,2325.0,2307.855072463768,527.219489825474,-820.0,0.6473118279569893,-35.26881720430107,-1.5228099263354962,1885.0,2600.0,715.0,812.5,3672.5,0,Unusual
5668624897,housing/rent/apartment,Studio apartment 2612 W 2nd St,"This unit is located at 2612 W second St, Brooklyn, 11223, NYMonthly rental rates range from $1425 - $2095We have studio - 2 beds units available for rent Apartment features include:-- Heat Included- Living Room- On Bus Line- Water Included- Refrigerator- Public Transportation- Hard wood floors- On-Site Laundry","Cable or Satellite,Elevator,Internet Access,Parking,Refrigerator",1.0,2.0,Thumbnail,Unknown,1425,300,Brooklyn,NY,40.6496,-73.9596,RentLingo,4.75,30,312,2,2962.5,2962.5,2174.353352148634,-1537.5,0.4810126582278481,-51.89873417721519,-0.7071067811865475,2193.75,3731.25,1537.5,-112.5,6037.5,0,Unusual
5653562744,housing/rent/apartment,One BR Harkers Island Court,"This unit is located at Harkers Island Court, Raleigh, 27604, NCMonthly rental rates range from $400We have 1 beds units available for rent Apartment available amenities:-- Furnished",Unknown,1.0,1.0,Thumbnail,Unknown,400,300,Raleigh,NC,35.823,-78.6438,RentLingo,1.3333333333333333,27,182,29,999.0,1078.2758620689656,290.9132046003368,-599.0,0.4004004004004004,-59.95995995995996,-2.3315403059850666,892.0,1204.0,312.0,424.0,1672.0,1,Unusual
5668613088,housing/rent/apartment,Studio apartment 709 Geary Street,"This unit is located at 709 Geary Street, San Francisco, 94109, CAMonthly rental rates range from $2195We have studio units available for rent Apartment features include:-- On Bus Line- In-Unit Laundry- Refrigerator- Dishwasher","Dishwasher,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",2195,313,San Francisco,CA,37.7599,-122.4379,RentLingo,7.012779552715655,33,227,18,2245.0,2456.6666666666665,1090.9682693396185,-50.0,0.977728285077951,-2.2271714922048997,-0.2398481000964929,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5668622999,housing/rent/apartment,Studio apartment 1547 Clay Street,"This unit is located at 1547 Clay Street, San Francisco, 94109, CAMonthly rental rates range from $2695We have studio units available for rent Apartment features include:-- On-Site Laundry- Refrigerator- Range / Oven- Public Transportation- Hard wood floors- Living Room- Dishwasher- In-Unit Laundry","Dishwasher,Parking,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",2695,315,San Francisco,CA,37.7599,-122.4379,RentLingo,8.555555555555555,33,299,18,2245.0,2456.6666666666665,1090.9682693396185,450.0,1.200445434298441,20.044543429844097,0.2184603714254684,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5668628784,housing/rent/apartment,Studio apartment 211 Yacht Club Way,"This unit is located at 211 Yacht Club Way, Redondo Beach, 90277, CAMonthly rental rates range from $1995 - $3695We have studio - 2 beds units available for rent",Unknown,1.0,2.0,Thumbnail,Cats,1995,325,Redondo Beach,CA,33.8517,-118.3978,RentLingo,6.138461538461539,35,161,6,2667.0,2781.3333333333335,916.2588426130832,-672.0,0.7480314960629921,-25.196850393700785,-0.8581999941095089,2115.0,2886.0,771.0,958.5,4042.5,0,Unusual
5664572160,housing/rent/apartment,Studio apartment 634 Powell Street,"This unit is located at 634 Powell Street, San Francisco, 94108, CAMonthly rental rates range from $2695 - $3895We have studio - 2 beds units available for rent Apartment available amenities:-- Refrigerator- On-Site Laundry- Dishwasher- On Bus Line- In-Unit Laundry","Dishwasher,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",2695,332,San Francisco,CA,37.7599,-122.4379,RentLingo,8.117469879518072,34,265,23,3995.0,3908.8260869565215,1101.5948212467358,-1300.0,0.6745932415519399,-32.540675844806,-1.1018807128947532,2884.5,4747.5,1863.0,90.0,7542.0,0,Unusual
5668623688,housing/rent/apartment,Studio apartment 691 O'farrell Street,"This unit is located at 691 O'farrell Street, San Francisco, 94109, CAMonthly rental rates range from $2295 - $2795We have studio - 1 beds units available for rent Apartment features include:-- On Bus Line- Dishwasher- Refrigerator- In-Unit Laundry","Dishwasher,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",2295,332,San Francisco,CA,37.7599,-122.4379,RentLingo,6.912650602409639,37,248,57,3495.0,3518.3859649122805,810.4773230807078,-1200.0,0.6566523605150214,-34.33476394849785,-1.5094635347255176,3095.0,3895.0,800.0,1895.0,5095.0,0,Unusual
5668613122,housing/rent/apartment,Studio apartment 685 Geary Street,"This unit is located at 685 Geary Street, San Francisco, 94102, CAMonthly rental rates range from $2295We have studio units available for rent Apartment features include:-- Refrigerator- Living Room- Walk in Closets- Hard wood floors- On-Site Laundry- Public Transportation- Range / Oven- In-Unit Laundry",Refrigerator,1.0,0.0,Thumbnail,"Cats,Dogs",2295,338,San Francisco,CA,37.7599,-122.4379,RentLingo,6.789940828402367,33,304,18,2245.0,2456.6666666666665,1090.9682693396185,50.0,1.022271714922049,2.2271714922048997,-0.1481864057921007,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5668611834,housing/rent/apartment,Studio apartment 814 California Street,"This unit is located at 814 California Street, San Francisco, 94108, CAMonthly rental rates range from $2395We have studio units available for rent Apartment features include:-- In-Unit Laundry- On-Site Laundry- Refrigerator- On Bus Line",Refrigerator,1.0,0.0,Thumbnail,Unknown,2395,342,San Francisco,CA,37.7599,-122.4379,RentLingo,7.002923976608187,38,237,18,2245.0,2456.6666666666665,1090.9682693396185,150.0,1.066815144766147,6.6815144766147,-0.0565247114877084,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5668637385,housing/rent/apartment,One BR 2501 Pico Blvd,"This unit is located at 2501 Pico Blvd, Santa Monica, 90405, CAMonthly rental rates range from $1975We have 1 beds units available for rent","Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",1975,375,Santa Monica,CA,34.0231,-118.4811,RentLingo,5.266666666666667,21,139,6,3075.0,2975.5,881.5710408129343,-1100.0,0.6422764227642277,-35.77235772357724,-1.1349057009374948,2196.25,3712.25,1516.0,-77.75,5986.25,0,Unusual
5668611322,housing/rent/apartment,Studio apartment 10495 Sw 14th Ter,"This unit is located at 10495 Sw 14th Ter, Miami, 33174, FLMonthly rental rates range from $1400 - $1675We have studio - 2 beds units available for rent Apartment features include:-- Air conditioned- Controlled Access- Balcony, Deck, Patio- Dishwasher- Surface Parking- Refrigerator- In-Unit Laundry- Fitness facilities","Cable or Satellite,Dishwasher,Parking,Patio/Deck,Playground,Pool,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",1400,377,Miami,FL,25.7603,-80.3005,RentLingo,3.713527851458886,34,319,4,2725.0,2862.5,1342.4945685799505,-1325.0,0.5137614678899083,-48.62385321100918,-1.0893898822599988,2150.0,3437.5,1287.5,218.75,5368.75,0,Unusual
5664572139,housing/rent/apartment,Studio apartment 240 Cumberland Street,"This unit is located at 240 Cumberland Street, San Francisco, 94114, CAMonthly rental rates range from $3095 - $4200We have studio - 1 beds units available for rent Apartment available amenities:-- On-Site Laundry- Balcony, Deck, Patio- Storage- Refrigerator- Dishwasher- In-Unit Laundry","Dishwasher,Patio/Deck,Refrigerator,Storage",1.0,1.0,Thumbnail,Cats,3095,378,San Francisco,CA,37.7599,-122.4379,RentLingo,8.187830687830688,38,287,57,3495.0,3518.3859649122805,810.4773230807078,-400.0,0.8855507868383404,-11.444921316165953,-0.5223908835634622,3095.0,3895.0,800.0,1895.0,5095.0,0,Unusual
5668624069,housing/rent/apartment,One BR 1520 Gough Street,"This unit is located at 1520 Gough Street, San Francisco, 94109, CAMonthly rental rates range from $2895We have 1 beds units available for rent Apartment features include:-- In-Unit Laundry- Dishwasher- On Bus Line- Refrigerator","Dishwasher,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",2895,380,San Francisco,CA,37.7599,-122.4379,RentLingo,7.618421052631579,24,228,57,3495.0,3518.3859649122805,810.4773230807078,-600.0,0.8283261802575107,-17.167381974248926,-0.769159046353976,3095.0,3895.0,800.0,1895.0,5095.0,0,Unusual
5664568091,housing/rent/apartment,Studio apartment 2079 Market Street,"This unit is located at 2079 Market Street, San Francisco, 94114, CAMonthly rental rates range from $2695We have studio units available for rent Apartment available amenities:-- Living Room- Wood floors- Public Transportation- Freezer- Refrigerator- Dishwasher- In-Unit Laundry- Range / Oven","Dishwasher,Parking,Refrigerator",1.0,0.0,Thumbnail,"Cats,Dogs",2695,380,San Francisco,CA,37.7599,-122.4379,RentLingo,7.092105263157895,35,291,18,2245.0,2456.6666666666665,1090.9682693396185,450.0,1.200445434298441,20.044543429844097,0.2184603714254684,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5668613041,housing/rent/apartment,Studio apartment 795 Pine Street,"This unit is located at 795 Pine Street, San Francisco, 94108, CAMonthly rental rates range from $2895 - $4695We have studio - 2 beds units available for rent Apartment features include:-- Walk in Closets- In-Unit Laundry- On-Site Laundry- Public Transportation- Living Room- Hard wood floors- Dishwasher- Refrigerator","Dishwasher,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",2895,381,San Francisco,CA,37.7599,-122.4379,RentLingo,7.5984251968503935,32,318,23,3995.0,3908.8260869565215,1101.5948212467358,-1100.0,0.7246558197747184,-27.53441802252816,-0.920325756260472,2884.5,4747.5,1863.0,90.0,7542.0,0,Unusual
5668611802,housing/rent/apartment,Studio apartment 33 8th St.,"This unit is located at 33 eighth St., San Francisco, 94103, CAMonthly rental rates range from $2874 - $4334We have studio - 2 beds units available for rent Apartment features include:-- On-Site Laundry- Fitness facilities- Dishwasher- Refrigerator- Internet Included- Controlled Access- Public Transportation- Sheltered parking","Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator",1.0,2.0,Thumbnail,Unknown,2874,382,San Francisco,CA,37.7599,-122.4379,RentLingo,7.523560209424084,27,328,23,3995.0,3908.8260869565215,1101.5948212467358,-1121.0,0.7193992490613267,-28.060075093867333,-0.9393890267070716,2884.5,4747.5,1863.0,90.0,7542.0,0,Unusual
5668613161,housing/rent/apartment,Studio apartment 1126 Bush Street,"This unit is located at 1126 Bush Street, San Francisco, 94109, CAMonthly rental rates range from $2395We have studio units available for rent Apartment features include:-- In-Unit Laundry- Refrigerator- On Bus Line- On-Site Laundry",Refrigerator,1.0,0.0,Thumbnail,"Cats,Dogs",2395,385,San Francisco,CA,37.7599,-122.4379,RentLingo,6.220779220779221,33,232,18,2245.0,2456.6666666666665,1090.9682693396185,150.0,1.066815144766147,6.6815144766147,-0.0565247114877084,2045.0,2645.0,600.0,1145.0,3545.0,0,Unusual
5668623772,housing/rent/apartment,Studio apartment 676 Geary Street,"This unit is located at 676 Geary Street, San Francisco, 94102, CAMonthly rental rates range from $2495 - $3595We have studio - 2 beds units available for rent Apartment features include:-- Refrigerator- On Bus Line- In-Unit Laundry- Dishwasher","Dishwasher,Refrigerator",1.0,2.0,Thumbnail,"Cats,Dogs",2495,398,San Francisco,CA,37.7599,-122.4379,RentLingo,6.268844221105527,33,244,23,3995.0,3908.8260869565215,1101.5948212467358,-1500.0,0.6245306633291614,-37.546933667083856,-1.2834356695290343,2884.5,4747.5,1863.0,90.0,7542.0,0,Unusual
5668623623,housing/rent/apartment,One BR E. 24th Place #101,"This unit is located at E. 24th Place #101, Denver, 80238, COMonthly rental rates range from $475We have 1 beds units available for rent",Unknown,1.0,1.0,Thumbnail,Unknown,475,400,Denver,CO,39.736,-104.9819,RentLingo,1.1875,25,136,59,1321.0,1326.0,328.22148745563004,-846.0,0.3595760787282361,-64.04239212717638,-2.592761389867995,1157.5,1500.0,342.5,643.75,2013.75,1,Unusual
